NBL ID,NBA ID,Player,From,To,Pos,Ht,Wt,Birth Date
1675,NA,Ray Patterson,1948,1948,Forward,6-2,195,"January 15, 1922"
1676,1267,Jim Pollard,1948,1948,Forward-Center,6-4,185,"July 9, 1922"
1677,1269,Roy Pugh,1948,1948,Center-Forward,6-6,210,"October 16, 1922"
1678,1271,Ray Ramsey,1948,1948,Guard-Forward,6-2,165,"July 18, 1921"
1679,NA,Ocie Richie,1948,1948,Forward,6-3,195,"November 16, 1921"
1680,1193,Jack Rocker,1948,1948,Center-Forward,6-5,185,"August 12, 1922"
1681,NA,Abel Rodrigues,1948,1948,Guard,6-0,175,"January 16, 1922"
1682,NA,Ted Scalissi,1948,1948,Guard,5-8,160,"October 26, 1921"
1683,1134,Milt Schoon,1948,1949,Center,6-7,230,"February 25, 1922"
1684,NA,Johnny Sebastian,1948,1949,Guard,6-0,185,"November 20, 1921"
1685,1401,Glen Selbo,1948,1949,Guard-Forward,6-3,196,"March 29, 1926"
1686,NA,Bob Skarda,1948,1948,Guard-Forward,6-3,190,"November 28, 1925"
1687,NA,Danny Smick,1948,1948,Forward-Center,6-5,215,"December 24, 1915"
1688,1280,Jack Smiley,1948,1948,Forward-Guard,6-3,190,"December 22, 1922"
1689,1283,Jim Springer,1948,1948,Center,6-9,235,"June 17, 1926"
1690,1407,Mike Todorovich,1948,1949,Forward-Center,6-5,220,"June 11, 1923"
1691,1155,Virgil Vaughn,1948,1948,Forward-Center,6-4,205,"May 15, 1918"
1692,1409,Floyd Volker,1948,1949,Forward-Center,6-4,205,"June 21, 1921"
1693,1410,Whitey Von Nieda,1948,1949,Guard-Forward,6-1,170,"June 19, 1922"
1694,1412,Danny Wagner,1948,1949,Guard,6-0,170,"August 1, 1922"
1695,NA,Ken Walters,1948,1948,Guard,6-0,160,"April 29, 1922"
1696,1291,Bobby Wanzer,1948,1948,Guard,6-0,170,"June 4, 1921"
1697,1295,Matt Zunic,1948,1948,Guard-Forward,6-3,195,"December 19, 1919"
1698,NA,Len Alterman,1949,1949,Guard,6-3,185,"March 8, 1922"
1699,NA,Art Bakeraitis,1949,1949,Forward-Center,6-4,210,"February 19, 1925"
1700,1300,Gene Berce,1949,1949,Guard-Forward,5-11,175,"November 22, 1926"
1701,NA,Ralph Bishop,1949,1949,Forward,6-4,190,"October 1, 1915"
1702,1306,Bob Brannum,1949,1949,Forward-Center,6-5,215,"May 28, 1925"
1703,NA,Bill Brown,1949,1949,Forward,6-3,205,"August 2, 1922"
1704,NA,Rookie Brown,1949,1949,Forward-Center,6-4,190,"February 15, 1925"
1705,1308,Jack Burmaster,1949,1949,Guard,6-3,190,"December 23, 1926"
1706,NA,Kenton Campbell,1949,1949,Forward,6-4,198,"June 10, 1926"
1707,1310,Jake Carter,1949,1949,Forward-Center,6-4,195,"July 25, 1924"
1708,NA,Doyle Cofer,1949,1949,Forward,6-4,NA,"January 18, 1923"
1709,1317,Bobby Cook,1949,1949,Guard-Forward,5-10,155,"April 1, 1923"
1710,1319,Jack Cotton,1949,1949,Forward-Center,6-7,200,"October 15, 1924"
1711,1214,Dillard Crocker,1949,1949,Forward-Guard,6-4,205,"January 19, 1925"
1712,NA,George Crowe,1949,1949,Forward-Center,6-2,206,"March 22, 1921"
1713,1320,Jimmy Darden,1949,1949,Guard,6-1,170,"June 19, 1922"
1714,1026,Aubrey Davis,1949,1949,Guard-Forward,6-2,175,"March 28, 1921"
1715,NA,Hal Devoll,1949,1949,Forward-Center,6-6,210,"September 29, 1923"
1716,1426,Hank DeZonie,1949,1949,Center-Forward,6-6,215,"February 12, 1922"
1717,1030,Bob Doll,1949,1949,Forward-Center,6-5,195,"August 10, 1919"
1718,1220,Ray Ellefson,1949,1949,Center,6-8,230,"November 18, 1922"
1719,NA,Len Ford,1949,1949,Center-Forward,6-4,230,"February 18, 1926"
1720,1329,Bill Gabor,1949,1949,Guard-Forward,5-11,170,"May 13, 1922"
1721,1332,Dee Gibson,1949,1949,Forward-Guard,5-11,175,"August 25, 1923"
1722,1333,Hoot Gibson,1949,1949,Forward-Center,6-5,198,"December 5, 1921"
1723,NA,Boody Gilbertson,1949,1949,Guard-Forward,6-3,205,"July 3, 1922"
1724,NA,Art Grove,1949,1949,Center,6-0,185,"March 17, 1923"
1725,NA,Bob Gruenig,1949,1949,Center,6-8,220,"March 12, 1913"
1726,1339,Al Guokas,1949,1949,Forward-Guard,6-5,200,"August 7, 1925"
1727,1342,Alex Hannum,1949,1949,Forward-Center,6-7,210,"July 19, 1923"
1728,NA,Shag Hawkins,1949,1949,Forward,6-4,225,"September 23, 1920"
1729,1347,Marshall Hawkins,1949,1949,Forward,6-3,205,"August 3, 1924"
1730,NA,Herb Hutchisson,1949,1949,Guard-Forward,6-5,190,"April 19, 1915"
1731,NA,Johnny Isaacs,1949,1949,Guard,6-3,190,"September 15, 1915"
1732,1069,Noble Jorgensen,1949,1949,Center,6-9,228,"May 18, 1925"
1733,NA,Tony Kaseta,1949,1949,Center,6-8,220,"September 9, 1923"
1734,NA,Vic Krafft,1949,1949,Guard,6-3,195,"June 3, 1919"
1735,1356,Leo Kubiak,1949,1949,Guard,5-11,160,"December 25, 1927"
1736,NA,Gene Lalley,1949,1949,Guard,5-9,160,"August 16, 1922"
1737,NA,Bobby Lowther,1949,1949,Forward-Center,6-5,190,"December 14, 1923"
1738,NA,Carl Loyd,1949,1949,Guard,5-11,170,"November 24, 1925"
1739,1363,Johnny Macknowski,1949,1949,Guard-Forward,6-0,180,"January 7, 1923"
1740,NA,Bud Mendenhall,1949,1949,Guard,5-10,155,"October 22, 1925"
1741,NA,Ed Mills,1949,1949,Center,6-8,225,"February 23, 1922"
1742,NA,Guy Mitchell,1949,1949,Forward-Guard,6-3,190,"January 3, 1923"
1743,NA,Ward Myers,1949,1949,Guard,6-1,185,"April 19, 1908"
1744,NA,Hank O'Keeffe,1949,1949,Forward,6-3,195,"December 12, 1923"
1745,1389,Ed Peterson,1949,1949,Center,6-9,220,"June 27, 1924"
1746,NA,Longie Powell,1949,1949,Forward-Center,6-4,NA,"February 14, 1919"
1747,NA,Leroy Pryor,1949,1949,Forward-Guard,6-3,180,"June 2, 1926"
1748,1393,Don Ray,1949,1949,Forward-Center,6-5,190,"July 8, 1921"
1749,1194,Ben Schadler,1949,1949,Forward,6-0,185,"March 9, 1924"
1750,1398,Dolph Schayes,1949,1949,Forward-Center,6-7,195,"May 19, 1928"
1751,NA,Tom Sealy,1949,1949,Guard,6-1,190,"January 31, 1921"
1752,NA,Ollie Shoaff,1949,1949,Guard,5-10,165,"November 10, 1923"
1753,1279,Dick Shrider,1949,1949,Guard,6-2,190,"February 7, 1923"
1754,NA,Jack Spencer,1949,1949,Forward,6-3,160,"April 25, 1923"
1755,NA,Mo Udall,1949,1949,Forward,6-5,200,"June 15, 1922"
1756,NA,Jim Usry,1949,1949,Forward-Center,6-4,225,"February 2, 1922"
1757,NA,Jack Walton,1949,1949,Forward,6-2,190,"May 19, 1926"
1758,NA,Dave Wareham,1949,1949,Guard,6-1,185,"June 18, 1924"
1759,NA,Jack Watkins,1949,1949,Guard,6-2,180,"October 27, 1923"
1760,1414,Murray Wier,1949,1949,Guard,5-9,155,"December 12, 1926"
1761,NA,Kayo Wnorowski,1949,1949,Guard,6-0,215,"October 4, 1921"
1762,NA,Eddie Wollen,1949,1949,Forward,NA,NA,NA
1763,NA,Sonny Wood,1949,1949,Guard,5-11,195,"December 11, 1922"
1764,NA,Paul Yesawich,1949,1949,Forward,6-2,190,"November 27, 1923"
