Player ID,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,HOF,Active
3828,Chris Whitney,1994,2004,G,6-0,168,"October 5, 1971",Clemson,No,No
3829,Aaron Williams,1994,2008,F-C,6-9,220,"October 2, 1971",Xavier,No,No
3830,Luther Wright,1994,1994,C,7-2,270,"September 22, 1971",Seton Hall,No,No
3831,Derrick Alston,1995,1997,F,6-11,225,"August 20, 1972",Duquesne,No,No
3832,Darrell Armstrong,1995,2008,G,6-0,170,"June 22, 1968",Fayetteville State University,No,No
3833,Sergei Bazarevich,1995,1995,G,6-2,168,"March 16, 1965",NA,No,No
3834,Elmer Bennett,1995,1997,G,6-0,170,"February 13, 1970",Notre Dame,No,No
3835,James Blackwell,1995,1995,G,6-0,190,"February 25, 1968",Dartmouth College,No,No
3836,Tim Breaux,1995,1998,F,6-7,215,"September 19, 1970",Wyoming,No,No
3837,Chris Childs,1995,2003,G,6-3,195,"November 20, 1967",Boise State,No,No
3838,Bill Curley,1995,2001,F,6-9,220,"May 29, 1972",Boston College,No,No
3839,Yinka Dare,1995,1998,C,7-0,265,"October 10, 1972",George Washington,No,No
3840,Tony Dumas,1995,1998,G,6-6,190,"August 25, 1972",Missouri-Kansas City,No,No
3841,Howard Eisley,1995,2006,G,6-2,177,"December 4, 1972",Boston College,No,No
3842,Matt Fish,1995,1997,C,6-11,235,"November 18, 1969",UNC Wilmington,No,No
3843,Brian Grant,1995,2006,F,6-9,254,"March 5, 1972",Xavier,No,No
3844,Darrin Hancock,1995,1997,G-F,6-7,205,"November 3, 1971",Kansas,No,No
3845,Jerome Harmon,1995,1995,G,6-4,190,"February 6, 1969",Louisville,No,No
3846,Grant Hill,1995,2013,F-G,6-8,225,"October 5, 1972",Duke,Yes,No
3847,Tom Hovasse,1995,1995,F,6-8,205,"January 31, 1967",Penn State,No,No
3848,Juwan Howard,1995,2013,F-C,6-9,240,"February 7, 1973",Michigan,No,No
3849,Askia Jones,1995,1995,G,6-5,200,"December 3, 1971",Kansas State,No,No
3850,Eddie Jones,1995,2008,G-F,6-6,190,"October 20, 1971",Temple,No,No
3851,Jason Kidd,1995,2013,G,6-4,205,"March 23, 1973",California,Yes,No
3852,Antonio Lang,1995,2000,F-G,6-8,205,"May 15, 1972",Duke,No,No
3853,Ryan Lorthridge,1995,1995,G,6-4,190,"July 27, 1972",Jackson State University,No,No
3854,Donyell Marshall,1995,2009,F,6-9,218,"May 18, 1973",UConn,No,No
3855,Darrick Martin,1995,2008,G,5-11,170,"March 6, 1971",UCLA,No,No
3856,Jim McIlvaine,1995,2001,C,7-1,240,"July 30, 1972",Marquette,No,No
3857,Aaron McKie,1995,2007,G-F,6-5,209,"October 2, 1972",Temple,No,No
3858,Anthony Miller,1995,2005,F,6-9,225,"October 22, 1971",Michigan State,No,No
3859,Greg Minor,1995,1999,G-F,6-6,210,"September 18, 1971",Louisville,No,No
3860,Eric Mobley,1995,1997,C,6-11,235,"February 1, 1970",Pitt,No,No
3861,Eric Montross,1995,2002,C,7-0,270,"September 23, 1971",UNC,No,No
3862,Dwayne Morton,1995,1995,F,6-7,195,"August 8, 1971",Louisville,No,No
3863,Lamond Murray,1995,2006,F,6-7,236,"April 20, 1973",California,No,No
3864,Ivano Newbill,1995,1998,F,6-9,245,"December 12, 1970",Georgia Tech,No,No
3865,Julius Nwosu,1995,1995,C,6-10,255,"May 1, 1971",Liberty,No,No
3866,Wesley Person,1995,2005,G,6-6,195,"March 28, 1971",Auburn,No,No
3867,Derrick Phelps,1995,1995,G,6-4,181,"July 31, 1972",UNC,No,No
3868,Eric Piatkowski,1995,2008,G-F,6-7,215,"September 30, 1970",Nebraska,No,No
3869,Eldridge Recasner,1995,2002,G,6-3,190,"December 14, 1967",Washington,No,No
3870,Khalid Reeves,1995,2000,G,6-3,199,"July 15, 1972",Arizona,No,No
3871,Glenn Robinson,1995,2005,F,6-7,225,"January 10, 1973",Purdue,No,No
3872,Carlos Rogers,1995,2002,C-F,6-11,220,"February 6, 1971","Little Rock, Tennessee State",No,No
3873,Jalen Rose,1995,2007,G-F,6-8,210,"January 30, 1973",Michigan,No,No
3874,Clifford Rozier,1995,1998,C-F,6-11,245,"October 31, 1972","UNC, Louisville",No,No
3875,Trevor Ruffin,1995,1996,G,6-1,185,"September 26, 1970",Hawaii,No,No
3876,Dickey Simpkins,1995,2002,F,6-9,248,"April 6, 1972",Providence,No,No
3877,Reggie Slater,1995,2003,F,6-7,215,"August 27, 1970",Wyoming,No,No
3878,Michael Smith,1995,2001,F,6-8,230,"March 28, 1972",Providence,No,No
3879,Mark Strickland,1995,2003,F,6-9,210,"July 14, 1970",Temple,No,No
3880,Aaron Swinson,1995,1995,F,6-5,230,"January 9, 1971",Auburn,No,No
3881,Žan Tabak,1995,2001,C,7-0,245,"June 15, 1970",NA,No,No
3882,Brooks Thompson,1995,1998,G,6-4,193,"July 19, 1970","Texas A&M, Oklahoma State",No,No
3883,Anthony Tucker,1995,1995,F,6-8,220,"April 4, 1969","Georgetown, Wake Forest",No,No
3884,B.J. Tyler,1995,1995,G,6-1,185,"April 30, 1971","DePaul, Texas",No,No
3885,Fred Vinson,1995,2000,G,6-4,190,"January 28, 1971",Georgia Tech,No,No
3886,Charlie Ward,1995,2005,G,6-2,190,"October 12, 1970",Florida State,No,No
3887,Jamie Watson,1995,1999,F,6-7,190,"February 23, 1972",South Carolina,No,No
3888,Monty Williams,1995,2003,F,6-8,225,"October 8, 1971",Notre Dame,No,No
3889,Dontonio Wingfield,1995,1998,F,6-8,256,"June 23, 1974",Cincinnati,No,No
3890,Sharone Wright,1995,1998,F-C,6-11,260,"January 30, 1973",Clemson,No,No
3891,Cory Alexander,1996,2005,G,6-1,185,"June 22, 1973",Virginia,No,No
3892,Jerome Allen,1996,1997,G,6-4,184,"January 28, 1973",Penn,No,No
3893,John Amaechi,1996,2003,C-F,6-10,270,"November 26, 1970","Vanderbilt, Penn State",No,No
3894,Ashraf Amaya,1996,1997,F,6-8,230,"November 23, 1971",Southern Illinois,No,No
3895,Brent Barry,1996,2009,G,6-6,185,"December 31, 1971",Oregon State,No,No
3896,Corey Beck,1996,1999,G,6-1,190,"May 27, 1971","South Plains College, Arkansas",No,No
3897,Mario Bennett,1996,2000,F,6-6,235,"August 1, 1973",Arizona State,No,No
3898,Travis Best,1996,2005,G,5-11,182,"July 12, 1972",Georgia Tech,No,No
3899,Melvin Booker,1996,1997,G,6-2,185,"August 20, 1972",Missouri,No,No
3900,Donnie Boyce,1996,1997,G,6-5,196,"September 2, 1973",Colorado,No,No
3901,Marques Bragg,1996,1996,F,6-8,230,"March 24, 1970",Providence,No,No
3902,Junior Burrough,1996,1996,F,6-8,242,"January 18, 1973",Virginia,No,No
3903,Jason Caffey,1996,2003,F,6-8,255,"June 12, 1973",Alabama,No,No
3904,Chris Carr,1996,2001,G,6-5,207,"March 12, 1974",Southern Illinois,No,No
3905,Randolph Childress,1996,1997,G,6-2,188,"September 21, 1972",Wake Forest,No,No
3906,Robert Churchwell,1996,1996,G-F,6-6,195,"February 20, 1972",Georgetown,No,No
3907,Charles Claxton,1996,1996,C,7-0,265,"December 13, 1970",Georgia,No,No
3908,John Coker,1996,2001,C,7-0,253,"October 28, 1971",Boise State,No,No
3909,Rastko Cvetković,1996,1996,C,7-1,260,"June 22, 1970",NA,No,No
3910,Sasha Danilović,1996,1997,G,6-5,200,"February 26, 1970",NA,No,No
3911,Mark Davis,1996,2000,G-F,6-7,210,"April 26, 1973","Howard College, Texas Tech",No,No
3912,Andrew DeClercq,1996,2005,F-C,6-10,230,"February 1, 1973",Florida,No,No
3913,Tyus Edney,1996,2001,G,5-10,152,"February 14, 1973",UCLA,No,No
3914,Vincenzo Esposito,1996,1996,G,6-3,198,"March 1, 1969",NA,No,No
3915,Michael Finley,1996,2010,G-F,6-7,215,"March 6, 1973",Wisconsin,No,No
3916,Sherell Ford,1996,1996,F,6-7,210,"August 26, 1972",University of Illinois at Chicago,No,No
3917,Kevin Garnett,1996,2016,F-C,6-11,240,"May 19, 1976",NA,Yes,No
3918,Anthony Goldwire,1996,2006,G,6-1,182,"September 6, 1971",Houston,No,No
3919,Thomas Hamilton,1996,2000,C,7-2,330,"April 3, 1975",Pitt,No,No
3920,Alvin Heggs,1996,1996,F,6-8,225,"December 12, 1967",Texas,No,No
3921,Alan Henderson,1996,2007,F,6-9,235,"December 2, 1972",Indiana,No,No
3922,Fred Hoiberg,1996,2005,G,6-4,203,"October 15, 1972",Iowa State,No,No
3923,Darryl Johnson,1996,1996,G,6-1,170,"October 26, 1965",Michigan State,No,No
3924,Frankie King,1996,1997,G,6-1,185,"June 6, 1972",Western Carolina University,No,No
3925,Jimmy King,1996,1997,G,6-5,210,"August 9, 1973",Michigan,No,No
3926,Voshon Lenard,1996,2006,G,6-4,205,"May 14, 1973",Minnesota,No,No
3927,Cedric Lewis,1996,1996,F-C,6-10,235,"September 24, 1969",Maryland,No,No
3928,Martin Lewis,1996,1997,F,6-5,210,"April 28, 1975","Butler County Community College, Seward County Community College",No,No
3929,Rich Manning,1996,1997,C,6-11,253,"June 23, 1970","Syracuse, Washington",No,No
3930,Donny Marshall,1996,2003,F,6-7,230,"July 17, 1972",UConn,No,No
3931,Cuonzo Martin,1996,1997,G-F,6-5,213,"September 23, 1971",Purdue,No,No
3932,Clint McDaniel,1996,1996,G,6-4,180,"February 26, 1972",Arkansas,No,No
3933,Antonio McDyess,1996,2011,F-C,6-9,220,"September 7, 1974",Alabama,No,No
3934,Loren Meyer,1996,1999,C,6-10,257,"December 30, 1972",Iowa State,No,No
3935,Lawrence Moten,1996,1998,G,6-5,185,"March 25, 1972",Syracuse,No,No
3936,Todd Mundt,1996,1996,C,7-0,250,"May 17, 1970","Memphis, Delta State University",No,No
3937,Howard Nathan,1996,1996,G,5-11,175,"January 21, 1972","DePaul, Louisiana-Monroe",No,No
3938,Ed O'Bannon,1996,1997,F,6-8,222,"August 14, 1972",UCLA,No,No
3939,Greg Ostertag,1996,2006,C,7-2,280,"March 6, 1973",Kansas,No,No
3940,Cherokee Parks,1996,2004,C-F,6-11,235,"October 11, 1972",Duke,No,No
3941,Theo Ratliff,1996,2011,C-F,6-10,225,"April 17, 1973",Wyoming,No,No
3942,Bryant Reeves,1996,2001,C,7-0,275,"June 8, 1973",Oklahoma State,No,No
3943,Don Reid,1996,2003,F,6-8,250,"December 30, 1973",Georgetown,No,No
3944,Terrence Rencher,1996,1996,G,6-3,185,"February 19, 1973",Texas,No,No
3945,Shawn Respert,1996,1999,G,6-1,195,"February 6, 1972",Michigan State,No,No
3946,Lou Roe,1996,1997,F,6-7,220,"July 14, 1972",UMass,No,No
3947,Stefano Rusconi,1996,1996,C-F,6-9,240,"October 2, 1968",NA,No,No
3948,Arvydas Sabonis,1996,2003,C,7-3,279,"December 19, 1964",NA,Yes,No
3949,Joe Smith,1996,2011,F,6-10,225,"July 26, 1975",Maryland,No,No
3950,Eric Snow,1996,2008,G,6-3,190,"April 24, 1973",Michigan State,No,No
3951,Jerry Stackhouse,1996,2013,G-F,6-6,218,"November 5, 1974",UNC,No,No
3952,Damon Stoudamire,1996,2008,G,5-10,171,"September 3, 1973",Arizona,No,No
3953,Bob Sura,1996,2005,G,6-5,200,"March 25, 1973",Florida State,No,No
3954,Larry Sykes,1996,1996,F,6-9,255,"April 11, 1973",Xavier,No,No
3955,Kurt Thomas,1996,2013,F,6-9,230,"October 4, 1972",TCU,No,No
3956,Gary Trent,1996,2004,F,6-8,250,"September 22, 1974",Ohio University,No,No
3957,Logan Vander Velden,1996,1996,F,6-8,215,"April 3, 1971",Green Bay,No,No
3958,David Vaughn,1996,1999,F,6-9,240,"March 23, 1973",Memphis,No,No
3959,Rasheed Wallace,1996,2013,F-C,6-11,225,"September 17, 1974",UNC,No,No
3960,Jeff Webster,1996,1996,F,6-8,232,"February 19, 1971",Oklahoma,No,No
3961,Dwayne Whitfield,1996,1996,F,6-9,240,"August 21, 1972",Jackson State University,No,No
3962,Eric Williams,1996,2007,F,6-8,220,"July 17, 1972","Vincennes University, Providence",No,No
3963,Corliss Williamson,1996,2007,F,6-7,245,"December 4, 1973",Arkansas,No,No
3964,George Zídek,1996,1998,C,7-0,250,"August 2, 1973",UCLA,No,No
3965,Shareef Abdur-Rahim,1997,2008,F,6-9,225,"December 11, 1976",California,No,No
3966,Ray Allen,1997,2014,G,6-5,205,"July 20, 1975",UConn,Yes,No
3967,Shandon Anderson,1997,2006,F-G,6-6,208,"December 31, 1973",Georgia,No,No
3968,Dexter Boney,1997,1997,G,6-4,185,"April 27, 1970",UNLV,No,No
3969,Bruce Bowen,1997,2009,F,6-7,185,"June 14, 1971",Cal State Fullerton,No,No
3970,Mark Bradtke,1997,1997,C-F,6-10,265,"September 27, 1968",NA,No,No
3971,Marcus Brown,1997,2000,G,6-3,185,"April 3, 1974",Murray State,No,No
3972,Kobe Bryant,1997,2016,G-F,6-6,212,"August 23, 1978",NA,Yes,No
3973,Marcus Camby,1997,2013,C-F,6-11,220,"March 22, 1974",UMass,No,No
3974,Jimmy Carruth,1997,1997,C-F,6-10,265,"November 4, 1969",Virginia Tech,No,No
3975,Erick Dampier,1997,2012,C,6-11,265,"July 14, 1975",Mississippi State,No,No
3976,Ben Davis,1997,2000,F,6-9,240,"December 26, 1972","Kansas, Arizona",No,No
3977,Emanual Davis,1997,2003,G,6-4,195,"August 27, 1968",Delaware State University,No,No
3978,Tony Delk,1997,2006,G,6-1,189,"January 28, 1974",Kentucky,No,No
3979,Aleksandar Djordjevic,1997,1997,G,6-2,198,"August 26, 1967",NA,No,No
3980,Nate Driggers,1997,1997,G,6-5,215,"October 12, 1973",University of Montevallo,No,No
3981,Brian Evans,1997,1999,F,6-8,220,"September 13, 1973",Indiana,No,No
3982,Jamie Feick,1997,2001,C,6-9,255,"July 3, 1974",Michigan State,No,No
3983,Derek Fisher,1997,2014,G,6-1,200,"August 9, 1974",Little Rock,No,No
3984,Todd Fuller,1997,2001,C,6-11,255,"July 25, 1974",NC State,No,No
3985,Dean Garrett,1997,2002,C,6-10,225,"November 27, 1966",Indiana,No,No
3986,Reggie Geary,1997,1998,G,6-2,187,"August 31, 1973",Arizona,No,No
3987,Devin Gray,1997,2000,F,6-7,240,"May 31, 1972",Clemson,No,No
3988,Evric Gray,1997,1997,F,6-7,235,"December 13, 1969",UNLV,No,No
3989,Darvin Ham,1997,2005,F,6-7,220,"July 23, 1973",Texas Tech,No,No
3990,Steve Hamer,1997,1997,C,7-0,245,"November 13, 1973",Tennessee,No,No
3991,Othella Harrington,1997,2008,F-C,6-9,235,"January 31, 1974",Georgetown,No,No
3992,Michael Hawkins,1997,2001,G,6-0,178,"October 28, 1972",Xavier,No,No
3993,Shane Heal,1997,2004,G,6-0,180,"September 6, 1970",NA,No,No
3994,Mark Hendrickson,1997,2000,F,6-9,220,"June 23, 1974",Washington State,No,No
3995,Allen Iverson,1997,2010,G,6-0,165,"June 7, 1975",Georgetown,Yes,No
3996,Kerry Kittles,1997,2005,G,6-5,179,"June 12, 1974",Villanova,No,No
3997,Travis Knight,1997,2003,C,7-0,235,"September 13, 1974",UConn,No,No
3998,Priest Lauderdale,1997,1998,C,7-4,325,"August 31, 1973",Central State University,No,No
3999,Randy Livingston,1997,2007,G,6-4,209,"April 2, 1975",LSU,No,No
4000,Horacio Llamas,1997,1998,C,6-11,285,"July 17, 1973",Grand Canyon University,No,No
4001,Matt Maloney,1997,2003,G,6-3,192,"December 6, 1971","Vanderbilt, Penn",No,No
4002,Stephon Marbury,1997,2009,G,6-2,180,"February 20, 1977",Georgia Tech,No,No
4003,Walter McCarty,1997,2006,F,6-10,230,"February 1, 1974",Kentucky,No,No
4004,Amal McCaskill,1997,2004,F-C,6-11,235,"October 28, 1973",Marquette,No,No
4005,Jeff McInnis,1997,2008,G,6-4,190,"October 22, 1974",UNC,No,No
4006,Martin Müürsepp,1997,1998,F,6-9,235,"September 26, 1974",NA,No,No
4007,Steve Nash,1997,2014,G,6-3,195,"February 7, 1974",Santa Clara,Yes,No
4008,Ruben Nembhard,1997,1997,G,6-3,208,"February 20, 1972",Weber State,No,No
4009,Gaylon Nickerson,1997,1997,G,6-3,190,"February 5, 1969","Wichita State, Butler County Community College, Kansas State, Northwestern Oklahoma State University",No,No
4010,Moochie Norris,1997,2006,G,6-1,175,"July 27, 1973","Auburn, University of West Florida",No,No
4011,Jermaine O'Neal,1997,2014,C-F,6-11,226,"October 13, 1978",NA,No,No
4012,Ray Owes,1997,1997,F,6-9,224,"December 11, 1972",Arizona,No,No
4013,Vitaly Potapenko,1997,2007,C,6-10,280,"March 21, 1975",Wright State University,No,No
4014,Chris Robinson,1997,1998,G,6-5,200,"April 2, 1974",Western Kentucky,No,No
4015,Roy Rogers,1997,2000,F,6-10,235,"August 19, 1973",Alabama,No,No
4016,Malik Rose,1997,2009,F-C,6-7,250,"November 23, 1974",Drexel,No,No
4017,Kevin Salvadori,1997,1998,C,7-0,231,"December 30, 1970",UNC,No,No
4018,Jason Sasser,1997,1999,F,6-7,225,"January 13, 1974",Texas Tech,No,No
4019,Brent Scott,1997,1997,F-C,6-10,250,"June 15, 1971",Rice University,No,No
4020,James Scott,1997,1997,F,6-6,180,"June 6, 1972",St. John's,No,No
4021,Shawnelle Scott,1997,2002,C,6-10,250,"June 16, 1972",St. John's,No,No
4022,Stevin Smith,1997,1997,G,6-2,208,"January 24, 1972",Arizona State,No,No
4023,Matt Steigenga,1997,1997,F,6-7,225,"March 27, 1970",Michigan State,No,No
4024,Joe Stephens,1997,2000,F,6-7,210,"January 28, 1973","Colorado, Little Rock",No,No
4025,Erick Strickland,1997,2005,G,6-3,210,"November 25, 1973",Nebraska,No,No
4026,Brett Szabo,1997,1997,C,6-11,230,"February 1, 1968",Augustana College (SD),No,No
4027,Antoine Walker,1997,2008,F,6-9,224,"August 12, 1976",Kentucky,No,No
4028,Samaki Walker,1997,2006,F,6-9,240,"February 25, 1976",Louisville,No,No
4029,Ben Wallace,1997,2012,F-C,6-9,240,"September 10, 1974","Cuyahoga Community College, Virginia Union University",Yes,No
4030,John Wallace,1997,2004,F,6-8,225,"February 9, 1974",Syracuse,No,No
4031,Donald Whiteside,1997,1998,G,5-10,160,"April 25, 1969",Northern Illinois,No,No
4032,Jerome Williams,1997,2005,F,6-9,206,"May 10, 1973",Georgetown,No,No
4033,Lorenzen Wright,1997,2009,F-C,6-11,225,"November 4, 1975",Memphis,No,No
4034,Tariq Abdul-Wahad,1998,2003,F,6-6,223,"November 3, 1974","Michigan, San Jose State",No,No
4035,Derek Anderson,1998,2008,G,6-5,194,"July 18, 1974","Ohio State, Kentucky",No,No
4036,Chris Anstey,1998,2000,C,7-0,249,"January 1, 1975",NA,No,No
4037,Drew Barry,1998,2000,G,6-5,191,"February 17, 1973",Georgia Tech,No,No
4038,Tony Battie,1998,2012,C-F,6-11,230,"February 11, 1976",Texas Tech,No,No
4039,Chauncey Billups,1998,2014,G,6-3,202,"September 25, 1976",Colorado,Yes,No
4040,Etdrick Bohannon,1998,2001,F,6-9,220,"May 29, 1973","Arizona, Tennessee, Auburn University at Montgomery",No,No
4041,Keith Booth,1998,1999,F,6-6,226,"October 9, 1974",Maryland,No,No
4042,Rick Brunson,1998,2006,G,6-4,190,"June 14, 1972",Temple,No,No
4043,Kelvin Cato,1998,2007,C,6-11,255,"August 26, 1974","University of South Alabama, Iowa State",No,No
4044,Keith Closs,1998,2000,C,7-3,212,"April 3, 1976",Central Connecticut State University,No,No
4045,James Collins,1998,1998,G,6-4,196,"November 5, 1973",Florida State,No,No
4046,James Cotton,1998,1999,G,6-5,220,"December 14, 1975",Cal State Long Beach,No,No
4047,Chris Crawford,1998,2004,F,6-9,235,"May 13, 1975",Marquette,No,No
4048,Austin Croshere,1998,2009,F,6-9,235,"May 1, 1975",Providence,No,No
4049,William Cunningham,1998,1999,C,6-11,250,"March 25, 1974",Temple,No,No
4050,Antonio Daniels,1998,2011,G,6-4,195,"March 19, 1975",Bowling Green,No,No
4051,Tim Duncan,1998,2016,F-C,6-11,250,"April 25, 1976",Wake Forest,Yes,No
4052,Tony Farmer,1998,2000,F,6-9,244,"January 3, 1970","San Jose State, Nebraska",No,No
4053,Danny Fortson,1998,2007,F,6-7,260,"March 27, 1976",Cincinnati,No,No
4054,Adonal Foyle,1998,2009,C,6-10,250,"March 9, 1975",Colgate,No,No
4055,Lawrence Funderburke,1998,2005,F,6-9,230,"December 15, 1970","Indiana, Ohio State",No,No
4056,Chris Garner,1998,2001,G,5-10,156,"February 2, 1975",Memphis,No,No
4057,Kiwane Lemorris Garris,1998,2000,G,6-2,183,"September 24, 1974",Illinois,No,No
4058,Ed Gray,1998,1999,G,6-3,210,"September 27, 1975","Tennessee, California",No,No
4059,Derek Grimm,1998,1998,F,6-9,230,"August 3, 1974",Missouri,No,No
4060,Reggie Hanson,1998,1998,F,6-8,195,"October 6, 1968",Kentucky,No,No
4061,Cedric Henderson,1998,2002,F,6-7,215,"March 11, 1975",Memphis,No,No
4062,Jerald Honeycutt,1998,1999,F-G,6-9,245,"October 20, 1974",Tulane,No,No
4063,Troy Hudson,1998,2008,G,6-1,170,"March 13, 1976","Missouri, Southern Illinois",No,No
4064,Zydrunas Ilgauskas,1998,2011,C,7-3,238,"June 5, 1975",NA,No,No
4065,Bobby Jackson,1998,2009,G,6-1,185,"March 13, 1973",Minnesota,No,No
4066,Anthony Johnson,1998,2010,G,6-3,190,"October 2, 1974",College of Charleston,No,No
4067,Dontae' Jones,1998,1998,F,6-8,220,"June 2, 1975","Northeast Mississippi Community College, Mississippi State",No,No
4068,Brevin Knight,1998,2009,G,5-10,173,"November 8, 1975",Stanford,No,No
4069,Rusty LaRue,1998,2004,G,6-2,210,"December 10, 1973",Wake Forest,No,No
4070,Jason Lawson,1998,1998,C,6-11,240,"September 2, 1974",Villanova,No,No
4071,Michael McDonald,1998,1998,C,6-10,232,"February 13, 1969","Utah Valley, New Orleans",No,No
4072,Tracy McGrady,1998,2012,G-F,6-8,210,"May 24, 1979",NA,Yes,No
4073,Ron Mercer,1998,2005,G-F,6-7,210,"May 18, 1976",Kentucky,No,No
4074,Marko Milič,1998,1999,G-F,6-6,235,"May 7, 1977",NA,No,No
4075,Jeff Nordgaard,1998,1998,F,6-7,225,"February 23, 1973",Green Bay,No,No
4076,Charles O'Bannon,1998,1999,G-F,6-5,209,"February 22, 1975",UCLA,No,No
4077,Kevin Ollie,1998,2010,G,6-4,195,"December 27, 1972",UConn,No,No
4078,Anthony Parker,1998,2012,G,6-6,215,"June 19, 1975",Bradley,No,No
4079,Scot Pollard,1998,2008,C,6-11,265,"February 12, 1975",Kansas,No,No
4080,Mark Pope,1998,2005,F,6-10,235,"September 11, 1972","Washington, Kentucky",No,No
4081,Rodrick Rhodes,1998,2000,G-F,6-6,225,"September 24, 1973","Kentucky, USC",No,No
4082,Shea Seals,1998,1998,G,6-5,210,"August 26, 1975",Tulsa,No,No
4083,God Shammgod,1998,1998,G,6-0,169,"April 29, 1976",Providence,No,No
4084,Charles Smith,1998,2006,G,6-4,194,"August 22, 1975",New Mexico,No,No
4085,Kebu Stewart,1998,1998,F,6-8,239,"December 19, 1973","UNLV, Cal State-Bakersfield",No,No
4086,Michael Stewart,1998,2005,C,6-10,230,"April 25, 1975",California,No,No
4087,Ed Stokes,1998,1998,C,7-0,264,"September 3, 1971",Arizona,No,No
4088,Johnny Taylor,1998,2000,F,6-9,220,"June 4, 1974","Indian Hills Community College, Chattanooga",No,No
4089,Maurice Taylor,1998,2007,F,6-9,260,"October 30, 1976","Michigan, LSU",No,No
4090,John Thomas,1998,2006,F,6-9,265,"September 8, 1975",Minnesota,No,No
4091,Tim Thomas,1998,2010,F,6-10,230,"February 26, 1977",Villanova,No,No
4092,Keith Van Horn,1998,2006,F,6-10,220,"October 23, 1975",Utah,No,No
4093,Jacque Vaughn,1998,2009,G,6-1,190,"February 11, 1975",Kansas,No,No
4094,Eric Washington,1998,1999,G,6-4,190,"March 23, 1974",Alabama,No,No
4095,Bubba Wells,1998,1998,F,6-5,230,"July 26, 1974",Austin Peay State University,No,No
4096,DeJuan Wheat,1998,1999,G,6-0,165,"October 14, 1973",Louisville,No,No
4097,Alvin Williams,1998,2007,G,6-5,185,"August 6, 1974",Villanova,No,No
4098,Brandon Williams,1998,2003,G,6-6,215,"February 27, 1975",Davidson,No,No
4099,Travis Williams,1998,1999,F,6-6,215,"May 27, 1969",South Carolina State,No,No
4100,Peter Aluma,1999,1999,C,6-10,260,"April 23, 1973",Liberty,No,No
4101,Toby Bailey,1999,2000,G,6-6,213,"November 19, 1975",UCLA,No,No
4102,Mark Baker,1999,1999,G,6-1,175,"November 11, 1969",Ohio State,No,No
4103,Corey Benjamin,1999,2003,G,6-6,200,"February 24, 1978",Oregon State,No,No
4104,Mike Bibby,1999,2012,G,6-1,190,"May 13, 1978",Arizona,No,No
4105,Earl Boykins,1999,2012,G,5-5,135,"June 2, 1976",Eastern Michigan,No,No
4106,Gerald Brown,1999,1999,G,6-4,210,"July 28, 1975",Pepperdine,No,No
4107,Cory Carr,1999,1999,G,6-3,210,"December 5, 1975",Texas Tech,No,No
4108,Vince Carter,1999,2020,G-F,6-6,220,"January 26, 1977",UNC,Yes,No
4109,Keon Clark,1999,2004,F-C,6-11,220,"April 16, 1975","Irvine Valley College, Dixie State (UT), UNLV",No,No
4110,Kornél Dávid,1999,2001,F,6-9,235,"October 22, 1971",NA,No,No
4111,Ricky Davis,1999,2010,G-F,6-6,195,"September 23, 1979",Iowa,No,No
4112,Michael Dickerson,1999,2003,G-F,6-5,190,"June 25, 1975",Arizona,No,No
4113,Michael Doleac,1999,2008,C,6-11,262,"June 15, 1977",Utah,No,No
4114,Bryce Drew,1999,2004,G,6-2,185,"September 21, 1974",Valparaiso,No,No
4115,Marlon Garnett,1999,1999,G,6-2,186,"July 3, 1975",Santa Clara,No,No
4116,Pat Garrity,1999,2008,F,6-9,238,"August 23, 1976",Notre Dame,No,No
4117,Paul Grant,1999,2004,C,7-0,245,"January 6, 1974","Boston College, Wisconsin",No,No
4118,Matt Harpring,1999,2009,F,6-7,231,"May 31, 1976",Georgia Tech,No,No
4119,Al Harrington,1999,2014,F,6-9,230,"February 17, 1980",NA,No,No
4120,J.R. Henderson,1999,1999,F,6-8,226,"October 30, 1976",UCLA,No,No
4121,Larry Hughes,1999,2012,G,6-5,184,"January 23, 1979",Saint Louis,No,No
4122,Randell Jackson,1999,2000,F,6-11,215,"January 16, 1976",Florida State,No,No
4123,Sam Jacobson,1999,2001,G-F,6-4,215,"July 22, 1975",Minnesota,No,No
4124,Jerome James,1999,2009,C,7-0,300,"November 17, 1975",Florida A&M,No,No
4125,Antawn Jamison,1999,2014,F,6-9,223,"June 12, 1976",UNC,No,No
4126,Charles Jones,1999,2000,G,6-3,180,"July 17, 1975","Rutgers University, Long Island University",No,No
4127,Damon Jones,1999,2009,G,6-3,185,"August 25, 1976",Houston,No,No
4128,Jonathan Kerner,1999,1999,C,6-11,245,"June 6, 1974","Florida State, East Carolina University",No,No
4129,Gerard King,1999,2001,F,6-9,230,"November 25, 1972",Nicholls State,No,No
4130,Raef LaFrentz,1999,2008,F-C,6-11,240,"May 29, 1976",Kansas,No,No
4131,Rashard Lewis,1999,2014,F,6-10,215,"August 8, 1979",NA,No,No
4132,Felipe López,1999,2002,G,6-5,199,"December 19, 1974",St. John's,No,No
4133,Tyronn Lue,1999,2009,G,6-0,175,"May 3, 1977",Nebraska,No,No
4134,Sean Marks,1999,2011,F-C,6-10,250,"August 23, 1975",California,No,No
4135,Kelly McCarty,1999,1999,G-F,6-7,200,"August 24, 1975",Southern Miss,No,No
