No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,URL,Team,Season
23,Tristan Da Silva,SF,6-8,217,"May 15, 2001",de DE,0,Colorado,https://www.basketball-reference.com/teams/ORL/2025.html,ORL,2024-2025
22,Franz Wagner,SF,6-10,225,"August 27, 2001",de DE,3,Michigan,https://www.basketball-reference.com/teams/ORL/2025.html,ORL,2024-2025
35,Goga Bitadze,C,6-11,250,"July 20, 1999",ge GE,5,,https://www.basketball-reference.com/teams/ORL/2025.html,ORL,2024-2025
1,Jonathan Isaac,PF,6-10,230,"October 3, 1997",us US,5,Florida State,https://www.basketball-reference.com/teams/ORL/2025.html,ORL,2024-2025
2,Caleb Houstan,SF,6-8,205,"January 9, 2003",ca CA,2,Michigan,https://www.basketball-reference.com/teams/ORL/2025.html,ORL,2024-2025
34,Wendell Carter Jr.,C,6-10,270,"April 16, 1999",us US,6,Duke,https://www.basketball-reference.com/teams/ORL/2025.html,ORL,2024-2025
14,Gary Harris,SG,6-4,210,"September 14, 1994",us US,10,Michigan State,https://www.basketball-reference.com/teams/ORL/2025.html,ORL,2024-2025
10,Cory Joseph,PG,6-2,200,"August 20, 1991",ca CA,13,Texas,https://www.basketball-reference.com/teams/ORL/2025.html,ORL,2024-2025
5,Paolo Banchero,PF,6-10,250,"November 12, 2002",us US,2,Duke,https://www.basketball-reference.com/teams/ORL/2025.html,ORL,2024-2025
12,Trevelin Queen  (TW),SG,6-6,190,"February 25, 1997",us US,3,"College of Marin, New Mexico Military Institute, New Mexico State",https://www.basketball-reference.com/teams/ORL/2025.html,ORL,2024-2025
8,Mac McClung  (TW),SG,6-2,185,"January 6, 1999",us US,2,"Georgetown, Texas Tech",https://www.basketball-reference.com/teams/ORL/2025.html,ORL,2024-2025
9,Kelly Oubre Jr.,SF,6-8,203,"December 9, 1995",us US,9,Kansas,https://www.basketball-reference.com/teams/PHI/2025.html,PHI,2024-2025
28,Guerschon Yabusele,PF,6-8,260,"December 17, 1995",fr FR,2,,https://www.basketball-reference.com/teams/PHI/2025.html,PHI,2024-2025
20,Jared McCain,SG,6-2,195,"February 20, 2004",us US,0,Duke,https://www.basketball-reference.com/teams/PHI/2025.html,PHI,2024-2025
5,Andre Drummond,C,6-11,279,"August 10, 1993",us US,12,UConn,https://www.basketball-reference.com/teams/PHI/2025.html,PHI,2024-2025
1,KJ Martin,PF,6-6,215,"January 6, 2001",us US,4,,https://www.basketball-reference.com/teams/PHI/2025.html,PHI,2024-2025
16,Caleb Martin,SF,6-5,205,"September 28, 1995",us US,5,"NC State, Nevada",https://www.basketball-reference.com/teams/PHI/2025.html,PHI,2024-2025
14,Ricky Council IV,SF,6-6,205,"August 3, 2001",us US,1,"Wichita State, Arkansas",https://www.basketball-reference.com/teams/PHI/2025.html,PHI,2024-2025
0,Tyrese Maxey,PG,6-2,200,"November 4, 2000",us US,4,Kentucky,https://www.basketball-reference.com/teams/PHI/2025.html,PHI,2024-2025
23,Eric Gordon,SG,6-3,215,"December 25, 1988",us US,16,Indiana,https://www.basketball-reference.com/teams/PHI/2025.html,PHI,2024-2025
7,Kyle Lowry,PG,6-0,196,"March 25, 1986",us US,18,Villanova,https://www.basketball-reference.com/teams/PHI/2025.html,PHI,2024-2025
8,Paul George,PF,6-8,220,"May 2, 1990",us US,14,Fresno State,https://www.basketball-reference.com/teams/PHI/2025.html,PHI,2024-2025
30,Adem Bona,C,6-10,235,"March 28, 2003",ng NG,0,UCLA,https://www.basketball-reference.com/teams/PHI/2025.html,PHI,2024-2025
0,Reggie Jackson,PG,6-2,208,"April 16, 1990",it IT,13,Boston College,https://www.basketball-reference.com/teams/PHI/2025.html,PHI,2024-2025
11,Jeff Dowtin  (TW),PG,6-3,185,"May 10, 1997",us US,3,Rhode Island,https://www.basketball-reference.com/teams/PHI/2025.html,PHI,2024-2025
21,Joel Embiid,C,7-0,280,"March 16, 1994",cm CM,8,Kansas,https://www.basketball-reference.com/teams/PHI/2025.html,PHI,2024-2025
19,Justin Edwards  (TW),SF,6-6,203,"December 16, 2003",us US,0,Kentucky,https://www.basketball-reference.com/teams/PHI/2025.html,PHI,2024-2025
NA,Pete Nance  (TW),PF,6-11,230,"February 19, 2000",us US,1,"Northwestern, UNC",https://www.basketball-reference.com/teams/PHI/2025.html,PHI,2024-2025
21,Tyus Jones,PG,6-1,196,"May 10, 1996",us US,9,Duke,https://www.basketball-reference.com/teams/PHO/2025.html,PHO,2024-2025
0,Royce O'Neale,SF,6-4,226,"June 5, 1993",us US,7,"Denver, Baylor",https://www.basketball-reference.com/teams/PHO/2025.html,PHO,2024-2025
1,Devin Booker,SG,6-6,206,"October 30, 1996",us US,9,Kentucky,https://www.basketball-reference.com/teams/PHO/2025.html,PHO,2024-2025
22,Mason Plumlee,C,6-10,254,"March 5, 1990",us US,11,Duke,https://www.basketball-reference.com/teams/PHO/2025.html,PHO,2024-2025
8,Grayson Allen,SG,6-4,198,"October 8, 1995",us US,6,Duke,https://www.basketball-reference.com/teams/PHO/2025.html,PHO,2024-2025
0,Ryan Dunn,SF,6-6,216,"January 7, 2003",us US,0,Virginia,https://www.basketball-reference.com/teams/PHO/2025.html,PHO,2024-2025
23,Monte Morris,PG,6-2,183,"June 27, 1995",us US,7,Iowa State,https://www.basketball-reference.com/teams/PHO/2025.html,PHO,2024-2025
4,Oso Ighodaro,PF,6-10,235,"July 14, 2002",us US,0,Marquette,https://www.basketball-reference.com/teams/PHO/2025.html,PHO,2024-2025
20,Jusuf Nurkić,C,7-0,290,"August 23, 1994",ba BA,10,,https://www.basketball-reference.com/teams/PHO/2025.html,PHO,2024-2025
35,Kevin Durant,PF,6-11,240,"September 29, 1988",us US,16,Texas,https://www.basketball-reference.com/teams/PHO/2025.html,PHO,2024-2025
3,Bradley Beal,SG,6-4,207,"June 28, 1993",us US,12,Florida,https://www.basketball-reference.com/teams/PHO/2025.html,PHO,2024-2025
2,Josh Okogie,SG,6-4,213,"September 1, 1998",ng NG,6,Georgia Tech,https://www.basketball-reference.com/teams/PHO/2025.html,PHO,2024-2025
11,Bol Bol  (TW),PF,7-3,220,"November 16, 1999",sd SD,5,Oregon,https://www.basketball-reference.com/teams/PHO/2025.html,PHO,2024-2025
10,Damion Lee,SG,6-5,210,"October 21, 1992",us US,6,"Drexel, Louisville",https://www.basketball-reference.com/teams/PHO/2025.html,PHO,2024-2025
14,TyTy Washington Jr.  (TW),PG,6-3,197,"November 15, 2001",us US,2,Kentucky,https://www.basketball-reference.com/teams/PHO/2025.html,PHO,2024-2025
15,Jalen Bridges  (TW),SF,6-8,225,"May 14, 2001",us US,0,"West Virginia, Baylor",https://www.basketball-reference.com/teams/PHO/2025.html,PHO,2024-2025
12,Collin Gillespie  (TW),PG,6-1,195,"June 25, 1999",us US,1,Villanova,https://www.basketball-reference.com/teams/PHO/2025.html,PHO,2024-2025
8,Deni Avdija,SF,6-9,210,"January 3, 2001",il IL,4,,https://www.basketball-reference.com/teams/POR/2025.html,POR,2024-2025
33,Toumani Camara,PF,6-8,220,"May 8, 2000",be BE,1,Dayton,https://www.basketball-reference.com/teams/POR/2025.html,POR,2024-2025
9,Jerami Grant,PF,6-7,210,"March 12, 1994",us US,10,Syracuse,https://www.basketball-reference.com/teams/POR/2025.html,POR,2024-2025
1,Anfernee Simons,SG,6-3,181,"June 8, 1999",us US,6,,https://www.basketball-reference.com/teams/POR/2025.html,POR,2024-2025
5,Dalano Banton,PG,6-9,204,"November 7, 1999",ca CA,3,Nebraska,https://www.basketball-reference.com/teams/POR/2025.html,POR,2024-2025
24,Kris Murray,SF,6-8,220,"August 19, 2000",us US,1,Iowa,https://www.basketball-reference.com/teams/POR/2025.html,POR,2024-2025
21,Rayan Rupert,SG,6-6,205,"May 31, 2004",fr FR,1,,https://www.basketball-reference.com/teams/POR/2025.html,POR,2024-2025
34,Jabari Walker,SF,6-9,215,"July 30, 2002",us US,2,Colorado,https://www.basketball-reference.com/teams/POR/2025.html,POR,2024-2025
0,Scoot Henderson,PG,6-3,202,"February 3, 2004",us US,1,,https://www.basketball-reference.com/teams/POR/2025.html,POR,2024-2025
23,Donovan Clingan,C,7-2,280,"February 23, 2004",us US,0,UConn,https://www.basketball-reference.com/teams/POR/2025.html,POR,2024-2025
17,Shaedon Sharpe,SG,6-6,200,"May 30, 2003",ca CA,2,Kentucky,https://www.basketball-reference.com/teams/POR/2025.html,POR,2024-2025
2,Deandre Ayton,C,7-0,250,"July 23, 1998",bs BS,6,Arizona,https://www.basketball-reference.com/teams/POR/2025.html,POR,2024-2025
26,Duop Reath,C,6-11,245,"June 26, 1996",ss SS,1,"Lee College, LSU",https://www.basketball-reference.com/teams/POR/2025.html,POR,2024-2025
35,Robert Williams,C,6-9,237,"October 17, 1997",us US,6,Texas A&M,https://www.basketball-reference.com/teams/POR/2025.html,POR,2024-2025
76,Taze Moore  (TW),SG,6-5,195,"June 29, 1998",us US,1,"Cal State-Bakersfield, Houston",https://www.basketball-reference.com/teams/POR/2025.html,POR,2024-2025
11,Bryce McGowens  (TW),SG,6-7,179,"November 8, 2002",us US,2,Nebraska,https://www.basketball-reference.com/teams/POR/2025.html,POR,2024-2025
10,Justin Minaya  (TW),SF,6-5,210,"March 26, 1999",us US,2,,https://www.basketball-reference.com/teams/POR/2025.html,POR,2024-2025
NA,Matisse Thybulle,SG,6-5,201,"March 4, 1997",us US,5,Washington,https://www.basketball-reference.com/teams/POR/2025.html,POR,2024-2025
5,De'Aaron Fox,PG,6-3,185,"December 20, 1997",us US,7,Kentucky,https://www.basketball-reference.com/teams/SAC/2025.html,SAC,2024-2025
13,Keegan Murray,PF,6-8,215,"August 19, 2000",us US,2,Iowa,https://www.basketball-reference.com/teams/SAC/2025.html,SAC,2024-2025
11,Domantas Sabonis,C,6-10,240,"May 3, 1996",us US,8,Gonzaga,https://www.basketball-reference.com/teams/SAC/2025.html,SAC,2024-2025
23,Keon Ellis,SG,6-6,175,"January 8, 2000",us US,2,"Florida SouthWestern State College, Alabama",https://www.basketball-reference.com/teams/SAC/2025.html,SAC,2024-2025
9,Kevin Huerter,SG,6-7,190,"August 27, 1998",us US,6,Maryland,https://www.basketball-reference.com/teams/SAC/2025.html,SAC,2024-2025
10,DeMar DeRozan,SF,6-6,220,"August 7, 1989",us US,15,USC,https://www.basketball-reference.com/teams/SAC/2025.html,SAC,2024-2025
0,Malik Monk,SG,6-3,200,"February 4, 1998",us US,7,Kentucky,https://www.basketball-reference.com/teams/SAC/2025.html,SAC,2024-2025
7,Doug McDermott,SF,6-6,225,"January 3, 1992",us US,10,Creighton,https://www.basketball-reference.com/teams/SAC/2025.html,SAC,2024-2025
3,Jordan McLaughlin,PG,6-0,185,"April 9, 1996",us US,5,USC,https://www.basketball-reference.com/teams/SAC/2025.html,SAC,2024-2025
25,Alex Len,C,7-0,250,"June 16, 1993",ua UA,11,Maryland,https://www.basketball-reference.com/teams/SAC/2025.html,SAC,2024-2025
41,Trey Lyles,PF,6-9,234,"November 5, 1995",ca CA,9,Kentucky,https://www.basketball-reference.com/teams/SAC/2025.html,SAC,2024-2025
17,Isaac Jones  (TW),PF,6-8,245,"July 11, 2000",us US,0,"Wenatchee Valley College, Idaho, Washington State",https://www.basketball-reference.com/teams/SAC/2025.html,SAC,2024-2025
20,Colby Jones,SG,6-6,205,"May 28, 2002",us US,1,Xavier,https://www.basketball-reference.com/teams/SAC/2025.html,SAC,2024-2025
77,Orlando Robinson,C,7-0,235,"July 10, 2000",us US,2,Fresno State,https://www.basketball-reference.com/teams/SAC/2025.html,SAC,2024-2025
99,Jae Crowder,SF,6-6,235,"July 6, 1990",us US,12,Marquette,https://www.basketball-reference.com/teams/SAC/2025.html,SAC,2024-2025
24,Isaiah Crawford  (TW),SF,6-6,220,"November 1, 2001",us US,0,Louisiana Tech,https://www.basketball-reference.com/teams/SAC/2025.html,SAC,2024-2025
NA,Devin Carter,PG,6-2,195,"March 18, 2002",us US,0,"South Carolina, Providence",https://www.basketball-reference.com/teams/SAC/2025.html,SAC,2024-2025
30,Julian Champagnie,SF,6-8,220,"June 29, 2001",us US,2,St. John's,https://www.basketball-reference.com/teams/SAS/2025.html,SAS,2024-2025
40,Harrison Barnes,PF,6-8,225,"May 30, 1992",us US,12,UNC,https://www.basketball-reference.com/teams/SAS/2025.html,SAS,2024-2025
3,Chris Paul,PG,6-0,175,"May 6, 1985",us US,19,Wake Forest,https://www.basketball-reference.com/teams/SAS/2025.html,SAS,2024-2025
5,Stephon Castle,PG,6-6,215,"November 1, 2004",us US,0,UConn,https://www.basketball-reference.com/teams/SAS/2025.html,SAS,2024-2025
0,Keldon Johnson,SF,6-5,220,"October 11, 1999",us US,5,Kentucky,https://www.basketball-reference.com/teams/SAS/2025.html,SAS,2024-2025
23,Zach Collins,C,6-11,250,"November 19, 1997",us US,6,Gonzaga,https://www.basketball-reference.com/teams/SAS/2025.html,SAS,2024-2025
1,Victor Wembanyama,C,7-3,209,"January 4, 2004",fr FR,1,,https://www.basketball-reference.com/teams/SAS/2025.html,SAS,2024-2025
14,Blake Wesley,SG,6-5,185,"March 16, 2003",us US,2,Notre Dame,https://www.basketball-reference.com/teams/SAS/2025.html,SAS,2024-2025
22,Malaki Branham,SG,6-4,180,"May 12, 2003",us US,2,Ohio State,https://www.basketball-reference.com/teams/SAS/2025.html,SAS,2024-2025
54,Sandro Mamukelashvili,PF,6-11,240,"May 23, 1999",us US,3,Seton Hall,https://www.basketball-reference.com/teams/SAS/2025.html,SAS,2024-2025
28,Charles Bassey,C,6-10,235,"October 28, 2000",ng NG,3,Western Kentucky,https://www.basketball-reference.com/teams/SAS/2025.html,SAS,2024-2025
10,Jeremy Sochan,PF,6-8,230,"May 20, 2003",us US,2,Baylor,https://www.basketball-reference.com/teams/SAS/2025.html,SAS,2024-2025
24,Devin Vassell,SG,6-5,200,"August 23, 2000",us US,4,Florida State,https://www.basketball-reference.com/teams/SAS/2025.html,SAS,2024-2025
25,Sidy Cissoko,SF,6-8,200,"April 2, 2004",fr FR,1,,https://www.basketball-reference.com/teams/SAS/2025.html,SAS,2024-2025
33,Tre Jones,PG,6-1,185,"January 8, 2000",us US,4,Duke,https://www.basketball-reference.com/teams/SAS/2025.html,SAS,2024-2025
7,David Duke Jr.  (TW),SG,6-5,205,"October 13, 1999",us US,3,Providence,https://www.basketball-reference.com/teams/SAS/2025.html,SAS,2024-2025
27,Riley Minix  (TW),SF,6-7,230,"September 22, 2000",us US,0,"Southeastern University, Morehead State University",https://www.basketball-reference.com/teams/SAS/2025.html,SAS,2024-2025
55,Harrison Ingram  (TW),SF,6-5,230,"November 27, 2002",us US,0,"Stanford, UNC",https://www.basketball-reference.com/teams/SAS/2025.html,SAS,2024-2025
30,Ochai Agbaji,SG,6-5,215,"April 20, 2000",us US,2,Kansas,https://www.basketball-reference.com/teams/TOR/2025.html,TOR,2024-2025
2,Jonathan Mogbo,PF,6-9,225,"October 29, 2001",us US,0,"Missouri State, San Francisco",https://www.basketball-reference.com/teams/TOR/2025.html,TOR,2024-2025
45,Davion Mitchell,PG,6-2,205,"September 5, 1998",us US,3,"Auburn, Baylor",https://www.basketball-reference.com/teams/TOR/2025.html,TOR,2024-2025
23,Jamal Shead,PG,6-0,200,"June 24, 2002",us US,0,Houston,https://www.basketball-reference.com/teams/TOR/2025.html,TOR,2024-2025
19,Jakob Poeltl,C,7-0,245,"October 15, 1995",at AT,8,Utah,https://www.basketball-reference.com/teams/TOR/2025.html,TOR,2024-2025
25,Chris Boucher,PF,6-9,200,"January 11, 1993",lc LC,7,"New Mexico Junior College, Northwest College, Oregon",https://www.basketball-reference.com/teams/TOR/2025.html,TOR,2024-2025
77,Jamison Battle  (TW),SF,6-7,220,"May 10, 2001",us US,0,"George Washington, Minnesota, Ohio State",https://www.basketball-reference.com/teams/TOR/2025.html,TOR,2024-2025
9,RJ Barrett,SG,6-6,214,"June 14, 2000",ca CA,5,Duke,https://www.basketball-reference.com/teams/TOR/2025.html,TOR,2024-2025
1,Gradey Dick,SG,6-6,205,"November 20, 2003",us US,1,Kansas,https://www.basketball-reference.com/teams/TOR/2025.html,TOR,2024-2025
4,Scottie Barnes,PF,6-7,227,"August 1, 2001",us US,3,Florida State,https://www.basketball-reference.com/teams/TOR/2025.html,TOR,2024-2025
24,Bruno Fernando,C,6-9,240,"August 15, 1998",ao AO,5,Maryland,https://www.basketball-reference.com/teams/TOR/2025.html,TOR,2024-2025
14,Ja'Kobe Walter,SG,6-5,180,"September 4, 2004",us US,0,Baylor,https://www.basketball-reference.com/teams/TOR/2025.html,TOR,2024-2025
17,Garrett Temple,SG,6-5,195,"May 8, 1986",us US,14,LSU,https://www.basketball-reference.com/teams/TOR/2025.html,TOR,2024-2025
41,Kelly Olynyk,C,6-11,240,"April 19, 1991",ca CA,11,Gonzaga,https://www.basketball-reference.com/teams/TOR/2025.html,TOR,2024-2025
5,Immanuel Quickley,PG,6-3,190,"June 17, 1999",us US,4,Kentucky,https://www.basketball-reference.com/teams/TOR/2025.html,TOR,2024-2025
22,Ulrich Chomche  (TW),PF,6-10,235,"December 30, 2005",cm CM,0,,https://www.basketball-reference.com/teams/TOR/2025.html,TOR,2024-2025
NA,Bruce Brown,PG,6-4,202,"August 15, 1996",us US,6,Miami (FL),https://www.basketball-reference.com/teams/TOR/2025.html,TOR,2024-2025
NA,A.J. Lawson  (TW),SG,6-6,179,"July 15, 2000",ca CA,2,South Carolina,https://www.basketball-reference.com/teams/TOR/2025.html,TOR,2024-2025
2,Collin Sexton,SG,6-3,190,"January 4, 1999",us US,6,Alabama,https://www.basketball-reference.com/teams/UTA/2025.html,UTA,2024-2025
20,John Collins,PF,6-9,235,"September 23, 1997",us US,7,Wake Forest,https://www.basketball-reference.com/teams/UTA/2025.html,UTA,2024-2025
3,Keyonte George,PG,6-4,185,"November 8, 2003",us US,1,Baylor,https://www.basketball-reference.com/teams/UTA/2025.html,UTA,2024-2025
33,Johnny Juzang,SG,6-7,215,"March 17, 2001",us US,2,"Kentucky, UCLA",https://www.basketball-reference.com/teams/UTA/2025.html,UTA,2024-2025
23,Lauri Markkanen,PF,7-0,240,"May 22, 1997",fi FI,7,Arizona,https://www.basketball-reference.com/teams/UTA/2025.html,UTA,2024-2025
15,Drew Eubanks,C,6-9,245,"February 1, 1997",us US,6,Oregon State,https://www.basketball-reference.com/teams/UTA/2025.html,UTA,2024-2025
24,Walker Kessler,C,7-0,245,"July 26, 2001",us US,2,"UNC, Auburn",https://www.basketball-reference.com/teams/UTA/2025.html,UTA,2024-2025
28,Brice Sensabaugh,SF,6-6,235,"October 30, 2003",us US,1,Ohio State,https://www.basketball-reference.com/teams/UTA/2025.html,UTA,2024-2025
13,Isaiah Collier,PG,6-3,210,"October 8, 2004",us US,0,USC,https://www.basketball-reference.com/teams/UTA/2025.html,UTA,2024-2025
0,Jordan Clarkson,SG,6-3,194,"June 7, 1992",us US,10,"Tulsa, Missouri",https://www.basketball-reference.com/teams/UTA/2025.html,UTA,2024-2025
22,Kyle Filipowski,C,6-11,250,"November 7, 2003",us US,0,Duke,https://www.basketball-reference.com/teams/UTA/2025.html,UTA,2024-2025
5,Cody Williams,SG,6-7,190,"November 20, 2004",us US,0,Colorado,https://www.basketball-reference.com/teams/UTA/2025.html,UTA,2024-2025
8,Patty Mills,PG,6-2,180,"August 11, 1988",au AU,15,Saint Mary's,https://www.basketball-reference.com/teams/UTA/2025.html,UTA,2024-2025
19,Svi Mykhailiuk,SF,6-7,205,"June 10, 1997",ua UA,6,Kansas,https://www.basketball-reference.com/teams/UTA/2025.html,UTA,2024-2025
25,Micah Potter  (TW),C,6-10,248,"April 6, 1998",us US,3,"Ohio State, Wisconsin",https://www.basketball-reference.com/teams/UTA/2025.html,UTA,2024-2025
0,Taylor Hendricks,PF,6-9,210,"November 22, 2003",us US,1,Central Florida,https://www.basketball-reference.com/teams/UTA/2025.html,UTA,2024-2025
34,Oscar Tshiebwe  (TW),PF,6-9,260,"November 27, 1999",cd CD,1,"West Virginia, Kentucky",https://www.basketball-reference.com/teams/UTA/2025.html,UTA,2024-2025
NA,David Jones  (TW),SF,6-6,210,"November 24, 2001",do DO,0,"DePaul, St. John's, Memphis",https://www.basketball-reference.com/teams/UTA/2025.html,UTA,2024-2025
17,Jonas Valančiūnas,C,6-11,265,"May 6, 1992",lt LT,12,,https://www.basketball-reference.com/teams/WAS/2025.html,WAS,2024-2025
8,Carlton Carrington,PG,6-4,190,"July 21, 2005",us US,0,Pitt,https://www.basketball-reference.com/teams/WAS/2025.html,WAS,2024-2025
0,Bilal Coulibaly,SF,6-6,195,"July 26, 2004",fr FR,1,,https://www.basketball-reference.com/teams/WAS/2025.html,WAS,2024-2025
13,Jordan Poole,SG,6-4,194,"June 19, 1999",us US,5,Michigan,https://www.basketball-reference.com/teams/WAS/2025.html,WAS,2024-2025
20,Alex Sarr,C,7-0,205,"April 26, 2005",fr FR,0,,https://www.basketball-reference.com/teams/WAS/2025.html,WAS,2024-2025
24,Corey Kispert,SF,6-7,220,"March 3, 1999",us US,3,Gonzaga,https://www.basketball-reference.com/teams/WAS/2025.html,WAS,2024-2025
18,Kyshawn George,SG,6-7,200,"December 12, 2003",ch CH,0,Miami (FL),https://www.basketball-reference.com/teams/WAS/2025.html,WAS,2024-2025
16,Anthony Gill,PF,6-7,230,"October 17, 1992",us US,4,"South Carolina, Virginia",https://www.basketball-reference.com/teams/WAS/2025.html,WAS,2024-2025
4,Jared Butler  (TW),SG,6-3,195,"August 25, 2000",us US,3,Baylor,https://www.basketball-reference.com/teams/WAS/2025.html,WAS,2024-2025
1,Johnny Davis,SG,6-5,196,"February 27, 2002",us US,2,Wisconsin,https://www.basketball-reference.com/teams/WAS/2025.html,WAS,2024-2025
35,Marvin Bagley III,C,6-10,235,"March 14, 1999",us US,6,Duke,https://www.basketball-reference.com/teams/WAS/2025.html,WAS,2024-2025
33,Kyle Kuzma,PF,6-9,221,"July 24, 1995",us US,7,Utah,https://www.basketball-reference.com/teams/WAS/2025.html,WAS,2024-2025
7,Patrick Baldwin Jr.,SF,6-9,220,"November 18, 2002",us US,2,UW-Milwaukee,https://www.basketball-reference.com/teams/WAS/2025.html,WAS,2024-2025
15,Malcolm Brogdon,PG,6-4,229,"December 11, 1992",us US,8,Virginia,https://www.basketball-reference.com/teams/WAS/2025.html,WAS,2024-2025
22,Richaun Holmes,PF,6-10,235,"October 15, 1993",us US,9,Bowling Green,https://www.basketball-reference.com/teams/WAS/2025.html,WAS,2024-2025
NA,Saddiq Bey,SF,6-7,215,"April 9, 1999",us US,4,Villanova,https://www.basketball-reference.com/teams/WAS/2025.html,WAS,2024-2025
NA,Tristan Vukcevic  (TW),C,6-10,223,"March 11, 2003",it IT,1,,https://www.basketball-reference.com/teams/WAS/2025.html,WAS,2024-2025
